Surface form	Link
Japan	http://dbpedia.org/resource/Japan
Japan	http://dbpedia.org/resource/Japan
Japan	http://dbpedia.org/resource/Japan
Japan	http://dbpedia.org/resource/Japan
Japan 's ( ANA	http://dbpedia.org/resource/All_Nippon_Airways
Japan 's Nikkei 225	http://dbpedia.org/resource/Nikkei_225
Japan 's Nikkei stock index	http://dbpedia.org/resource/Nikkei_225
Japan 's prime minister	http://dbpedia.org/resource/Taro_Aso
Japan 's prime minister , Taro Aso	http://dbpedia.org/resource/Taro_Aso
Japanese	http://dbpedia.org/resource/Japan
Japanese	http://dbpedia.org/resource/Japan
Japanese	http://dbpedia.org/resource/Japan
Japanese	http://dbpedia.org/resource/Japan
Japanese	http://dbpedia.org/resource/Japan
Japanese automobile companies	NILL
Japanese stocks	NILL
jets	http://dbpedia.org/resource/Boeing_787_Dreamliner
Jim Press	http://dbpedia.org/resource/Jim_Press
Jim Press	http://dbpedia.org/resource/Jim_Press
Jim Press , the Vice Chairman of Chrysler	http://dbpedia.org/resource/Jim_Press
Jobs	http://dbpedia.org/resource/Steve_Jobs 
Jobs	http://dbpedia.org/resource/Steve_Jobs 
Jobs	http://dbpedia.org/resource/Steve_Jobs 
Jobs	http://dbpedia.org/resource/Steve_Jobs 
Jobs	http://dbpedia.org/resource/Steve_Jobs 
Jobs	http://dbpedia.org/resource/Steve_Jobs 
Jobs	http://dbpedia.org/resource/Steve_Jobs 
Jobs	http://dbpedia.org/resource/Steve_Jobs 
Jobs , aged 55	http://dbpedia.org/resource/Steve_Jobs 
Jobs , born in San Francisco on February 24 , 1955	NILL
Joe Leonard	NILL
Joe Leonard , Chairman and Chief Operating Officer of AirTran Airways	NILL
John Howard	http://dbpedia.org/resource/John_Howard
John Smith	http://dbpedia.org/resource/John_F._Smith,_Jr.
JSA Research defence analysist Paul Nesbit	NILL
Jusman Syafii Djamal , minister of transport for Indonesia	http://dbpedia.org/resource/Jusman_Syafii_Djamal
Kaoru Yosano	http://dbpedia.org/resource/Kaoru_Yosano
Kaoru Yosano , the Japanese minister of fiscal policy	http://dbpedia.org/resource/Kaoru_Yosano
Ken Lewis	http://dbpedia.org/resource/Ken_Lewis_(executive)
large insurance firm AIG	http://dbpedia.org/resource/American_International_Group
Launch Services	NILL
layoff packages	NILL
Lion	http://dbpedia.org/resource/Mac_OS_X_Lion
Lion , the new version of their Mac OS X operating system for desktop and laptop computers that brings new features to the software	http://dbpedia.org/resource/Mac_OS_X_Lion
liquidity	http://dbpedia.org/resource/Money
loan	http://dbpedia.org/resource/Loan
loan groups	NILL
local airlines	NILL
Lockheed	http://dbpedia.org/resource/Lockheed_Martin
Lockheed Martin	http://dbpedia.org/resource/Lockheed_Martin
Lockheed Martin	http://dbpedia.org/resource/Lockheed_Martin
logo	NILL
London	http://dbpedia.org/resource/London
London	http://dbpedia.org/resource/London
London	http://dbpedia.org/resource/London
London	http://dbpedia.org/resource/London
London	http://dbpedia.org/resource/London
London 's FTSE 100	http://dbpedia.org/resource/FTSE_100_Index
London 's FTSE 100 , Paris ' CAC 40 and Frankfurt 's DAX 30 indices	NILL
London Heathrow	http://dbpedia.org/resource/London_Heathrow_Airport
Long Beach California	http://dbpedia.org/resource/Long_Beach,_California
long-range 777	http://dbpedia.org/resource/Boeing_777
Los Angeles	http://dbpedia.org/resource/Dubai/Los_Angeles
Los Angeles based Northrop Grumman	http://dbpedia.org/resource/Northrop_Grumman
Louis Gallois	http://dbpedia.org/resource/Louis_Gallois
Louis Gallois , the Airbus chief executive	http://dbpedia.org/resource/Louis_Gallois
Mac OS X Lion	http://dbpedia.org/resource/Mac_OS_X_Lion
Mac OS X Lion , iOS 5 , and iCloud	NILL
Macbook	http://dbpedia.org/resource/MacBook
MacBook	http://dbpedia.org/resource/MacBook
MacBook Air laptops	http://dbpedia.org/resource/MacBook_Air
Macbook Pro	http://dbpedia.org/resource/MacBook_Pro
Macintosh	http://dbpedia.org/resource/Macintosh
Macintosh	http://dbpedia.org/resource/Macintosh
Macintosh - curious	NILL
Macintosh users	NILL
Macintosh users and the Macintosh - curious	NILL
Mail	Mail_(OS_X)
majority stake in Chrysler	NILL
making phone calls	NILL
Manhattan	http://dbpedia.org/resource/Manhattan
manufacturers	NILL
many	NILL
Many buyers	NILL
many respected Ford nameplates	NILL
Mark Papermaster	http://dbpedia.org/resource/Mark_Papermaster
Mark Papermaster , formerly an Apple Inc. executive overseeing hardware engineering for the company 's iPhone	http://dbpedia.org/resource/Mark_Papermaster
market	NILL
markets	NILL
Markets	http://dbpedia.org/resource/Stock_market
Markets	http://dbpedia.org/resource/Stock_market
Markets	http://dbpedia.org/resource/Stock_market
Markets worldwide	http://dbpedia.org/resource/Stock_market
Martin Luther King	http://dbpedia.org/resource/Martin_Luther_King,_Jr.
Martin Mann	NILL
Mary Barra	http://dbpedia.org/resource/Mary_Barra
Mary Barra	http://dbpedia.org/resource/Mary_Barra
McDonnell Douglas	http://dbpedia.org/resource/McDonnell_Aircraft
McDonnell Douglas	http://dbpedia.org/resource/McDonnell_Aircraft
McDonnell Douglas jets	http://dbpedia.org/resource/Douglas_Aircraft_Company
me	http://dbpedia.org/resource/Steve_Jobs 
media	NILL
meta-data	NILL
mid-sized A350 jets	http://dbpedia.org/resource/Airbus_A350_XWB
Mobile Alabama	http://dbpedia.org/resource/Mobile,_Alabama
money	http://dbpedia.org/resource/Money
money	http://dbpedia.org/resource/Money
more features of its iOS mobile operating system	NILL
more financial aid	NILL
more government aid	NILL
more money	http://dbpedia.org/resource/Money
more than 4 billion songs	NILL
mortgages	http://dbpedia.org/resource/Mortgage_loan
Moscone Center in San Francisco , California	http://dbpedia.org/resource/Moscone_Center
most	NILL
most analysts	NILL
most analysts , who had forecast that the auto company would lose money	NILL
most economic analysts	NILL
most economic analysts	http://dbpedia.org/resource/Financial_analyst
most features of the iPhone	NILL
Most financial analysts	http://dbpedia.org/resource/Financial_analyst
most of its bondholders	NILL
movies	NILL
Mr Howard	http://dbpedia.org/resource/John_Howard
Mr Justice	http://dbpedia.org/resource/George_Mann_(judge)
Mr Justice Anthony Mann	http://dbpedia.org/resource/George_Mann_(judge)
Mulally	http://dbpedia.org/resource/Alan_Mulally
Mulally	http://dbpedia.org/resource/Alan_Mulally
multi-national banks around the globe	NILL
multi-person audio / video / text messaging client	http://dbpedia.org/resource/IChat
multi-person audio / video / text messaging client iChat	http://dbpedia.org/resource/IChat
music	NILL
music	NILL
music branded with an apple	NILL
music service	http://dbpedia.org/resource/ITunes_Store
my	http://dbpedia.org/resource/Steve_Jobs 
Nano	http://dbpedia.org/resource/IPod_Nano
national economies	http://dbpedia.org/resource/Economy
network and communication systems	NILL
new , faster iPhone	NILL
new 787 Dreamliner	http://dbpedia.org/resource/Boeing_787_Dreamliner
new aircraft	NILL
new airliners	NILL
new features	NILL
New GM	NILL
new Intel-based Mac	NILL
new iPod range	NILL
new iPod with video playback capabilities	NILL
new long-haul airliners	NILL
new MacBook Air laptops	http://dbpedia.org/resource/MacBook_Air
new MacBook Air laptops , iLife '11 software suite	NILL
new versions of application software	NILL
New York	http://dbpedia.org/resource/New_York_City
New York	http://dbpedia.org/resource/New_York_City
New York	http://dbpedia.org/resource/New_York_City
New York	http://dbpedia.org/resource/New_York_City
New York City-based	http://dbpedia.org/resource/New_York_City
New York City-based private equity firm	http://dbpedia.org/resource/Cerberus_Capital_Management
New York City-based private equity firm Cerberus Capital Management	http://dbpedia.org/resource/Cerberus_Capital_Management
Nikkei	http://dbpedia.org/resource/Nikkei_225
no more	NILL
No. 1 U.S. music seller	http://dbpedia.org/resource/ITunes_Store
non-vital parts	NILL
North America	http://dbpedia.org/resource/North_America
North American	http://dbpedia.org/resource/North_America
North American	http://dbpedia.org/resource/North_America
North American	http://dbpedia.org/resource/North_America
Northrop	http://dbpedia.org/resource/Northrop_Grumman
Northrop Grumman	http://dbpedia.org/resource/Northrop_Grumman
Northrop Grumman	http://dbpedia.org/resource/Northrop_Grumman
Northrop Grumman	http://dbpedia.org/resource/Northrop_Grumman
NPD	http://dbpedia.org/resource/NPD_Group
NPD Group	http://dbpedia.org/resource/NPD_Group
NPD Group , a market research firm	http://dbpedia.org/resource/NPD_Group
number dial	NILL
number dial , as well as making phone calls	NILL
Obama	http://dbpedia.org/resource/Barack_Obama
officials from government	NILL
Officials from the People 's Republic of China	NILL
one	http://dbpedia.org/resource/FTSE_100_Index
one of its divisions	NILL
One of the A380s	NILL
one of the few indexes to increase in value	http://dbpedia.org/resource/FTSE_100_Index
one of them	http://dbpedia.org/resource/Ford_Taurus
Ontario	http://dbpedia.org/resource/Ontario
Ontario	http://dbpedia.org/resource/Ontario
Opel	http://dbpedia.org/resource/Opel
Opel	http://dbpedia.org/resource/Opel
Opel	http://dbpedia.org/resource/Opel
operating system	http://dbpedia.org/resource/IOS_4
options	NILL
Options	NILL
other countries	NILL
other European markets	NILL
other media apart from music	NILL
Other stock indices	NILL
others	NILL
others	NILL
our	http://dbpedia.org/resource/Boeing
our	http://dbpedia.org/resource/Airbus
our	http://dbpedia.org/resource/Boeing
Our	http://dbpedia.org/resource/Ford
our	http://dbpedia.org/resource/Russia
our	http://dbpedia.org/resource/Bank_of_America
our communities	NILL
our financial system	NILL
over 2,400 units	NILL
over 54,000 employees	NILL
own	http://dbpedia.org/resource/Apple_Inc.
owners of its new iPhone 4	NILL
PAG	http://dbpedia.org/resource/Penske_Automotive_Group
Papermaster	http://dbpedia.org/resource/Mark_Papermaster
Papermaster	http://dbpedia.org/resource/Mark_Papermaster
Papermaster , 49	http://dbpedia.org/resource/Mark_Papermaster
parachutes	http://dbpedia.org/resource/Parachute
Paris	http://dbpedia.org/resource/Paris
Paris	http://dbpedia.org/resource/Paris
Paris ' CAC 40	http://dbpedia.org/resource/CAC_40
passengers	NILL
Penske Auto	http://dbpedia.org/resource/Penske_Automotive_Group
people	NILL
people	NILL
plant	NILL
podcasting	http://dbpedia.org/resource/Podcast
portable music player	http://dbpedia.org/resource/IPod
portable music players	http://dbpedia.org/resource/IPod
president and CEO of Boeing Commercial Airplanes	no er
President Dmitry Medvedev	http://dbpedia.org/resource/Dmitry_Medvedev
President of the United States	http://dbpedia.org/resource/Barack_Obama
President of the United States Barack Obama	http://dbpedia.org/resource/Barack_Obama
President Vladimir Putin	http://dbpedia.org/resource/Vladimir_Putin
Presiding Judge Martin Mann	NILL
prices in other countries equal or below that of within the US	NILL
pricing structures	NILL
Prime Minister	http://dbpedia.org/resource/Gordon_Brown
Prime Minister Gordon Brown	http://dbpedia.org/resource/Gordon_Brown
Prime Minister of Canada	http://dbpedia.org/resource/Stephen_Harper
private firms	NILL
PT Cruiser	http://dbpedia.org/resource/PT_Cruiser
pushed the other American automakers to follow suit	http://dbpedia.org/resource/Ford_Taurus
Qatar	http://dbpedia.org/resource/Qatar_Airways
Qatar Airways	http://dbpedia.org/resource/Qatar_Airways
Qatar Airways	http://dbpedia.org/resource/Qatar_Airways
Qatar Airways	http://dbpedia.org/resource/Qatar_Airways
R-AZ	http://dbpedia.org/resource/Arizona_Republican_Party
RAF	http://dbpedia.org/resource/Royal_Air_Force
reports	NILL
Reports	NILL
Republican Party	http://dbpedia.org/resource/American_Republican_Party
Republican Party leaders	NILL
revenues	NILL
rivals Toyota and General Motors	NILL
Robert Nardelli	http://dbpedia.org/resource/Robert_Nardelli
Romanian	http://dbpedia.org/resource/Romania
Romanian	http://dbpedia.org/resource/Romania
Romanian	http://dbpedia.org/resource/Romania
Romanian auto plant	http://dbpedia.org/resource/Automobile_Craiova
RTS exchanges	http://dbpedia.org/resource/Russian_Trading_System
Russia	http://dbpedia.org/resource/Russia
Russia 's major stock markets	NILL
Russian	http://dbpedia.org/resource/Russia
Russian	http://dbpedia.org/resource/Russia
Russian	http://dbpedia.org/resource/Russia
Russian authorities	NILL
Russian flag carrier Aeroflot	http://dbpedia.org/resource/Aeroflot
Russian stock markets	NILL
Ryanair	http://dbpedia.org/resource/Ryanair
Ryanair	http://dbpedia.org/resource/Ryanair
Ryanair	http://dbpedia.org/resource/Ryanair
Ryanair	http://dbpedia.org/resource/Ryanair
Ryanair CEO , Michael O' Leary	http://dbpedia.org/resource/Michael_O%27Leary_(businessman)
Safari	http://dbpedia.org/resource/Safari_(web_browser)
San Francisco	http://dbpedia.org/resource/San_Francisco
San Francisco	http://dbpedia.org/resource/San_Francisco
San Francisco	http://dbpedia.org/resource/San_Francisco
San Francisco	http://dbpedia.org/resource/San_Francisco
San Francisco , California	http://dbpedia.org/resource/San_Francisco
San Jose	http://dbpedia.org/resource/San_Jose,_California
Saturn	http://dbpedia.org/resource/Saturn_Corporation
Saturn brand	NILL
Saturn Corporation	http://dbpedia.org/resource/Saturn_Corporation
Saturn unit	http://dbpedia.org/resource/Saturn_Corporation
Scott Carson	no er
Scott Carson , president and CEO of Boeing Commercial Airplanes	no er
SDK	http://dbpedia.org/resource/IOS_SDK
Seattle Washington in the United States	http://dbpedia.org/resource/Seattle
Sebastian Vladescu	http://dbpedia.org/resource/Sebastian_Vladescu
seedlings	NILL
Senate	http://dbpedia.org/resource/US_Senate
Senator John McCain ( R-AZ	http://dbpedia.org/resource/John_McCain
Senator McCain	http://dbpedia.org/resource/John_McCain
several	NILL
several auto firms	NILL
several European political leaders	no er
several large corporations	NILL
several national banks	NILL
several re-designs of their popular iPod range	NILL
several United Kingdom politicians	NILL
Shanghai Airlines	http://dbpedia.org/resource/Shanghai_Airlines
share	NILL
share	NILL
share	NILL
share	NILL
share	NILL
share	NILL
share	NILL
share	NILL
shareholders	NILL
Shares worldwide	NILL
She	http://dbpedia.org/resource/Mary_Barra
She	http://dbpedia.org/resource/Mary_Barra
Shuffle	http://dbpedia.org/resource/IPod_Shuffle
Shuffle	http://dbpedia.org/resource/IPod_Shuffle
SIA	http://dbpedia.org/resource/Singapore_Airlines
signal	NILL
Singapore	http://dbpedia.org/resource/Singapore
Singapore	http://dbpedia.org/resource/Singapore
Singapore	http://dbpedia.org/resource/Singapore
Singapore	http://dbpedia.org/resource/Singapore
Singapore	http://dbpedia.org/resource/Singapore
Singapore Airlines	http://dbpedia.org/resource/Singapore_Airlines
Singapore Airlines	http://dbpedia.org/resource/Singapore_Airlines
Singapore Airlines	http://dbpedia.org/resource/Singapore_Airlines
Singapore Airlines	http://dbpedia.org/resource/Singapore_Airlines
Singapore Airlines ( SIA	http://dbpedia.org/resource/Singapore_Airlines
Singapore Airlines ( SIA	http://dbpedia.org/resource/Singapore_Airlines
Singapore Changi International Airport	http://dbpedia.org/resource/Singapore_Changi_Airport
six airlines - Air China , China Eastern Airlines , China Southern Airlines , Hainan Airlines , Shanghai Airlines and Xiamen Airlines	NILL
six more A350s	NILL
six percent of its total workforce	NILL
smaller companies	NILL
Smith	http://dbpedia.org/resource/John_F._Smith,_Jr.
software	NILL
Some	NILL
some	NILL
Some	NILL
some 400 guests , including the Prime Minister of Singapore , Mr. Lee Hsien Loong	NILL
Some customers	NILL
Some economic analysts	http://dbpedia.org/resource/Financial_analyst
some studios	http://dbpedia.org/resource/Film_studio
sound	NILL
sound tools	NILL
Spain	http://dbpedia.org/resource/Spain
Spokeswoman Sandy Angers	NILL
Spotlight	http://dbpedia.org/resource/Spotlight_(software)
St. Louis	http://dbpedia.org/resource/St._Louis
St. Louis plants	NILL
staff of Airbus and German airline Lufthansa	NILL
State Property Agency	NILL
State Property Agency ( AVAS	NILL
Stephen Harper	http://dbpedia.org/resource/Stephen_Harper
Stephen Harper , Prime Minister of Canada	http://dbpedia.org/resource/Stephen_Harper
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs , founder of Apple	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs , the Apple Chief Executive Officer	http://dbpedia.org/resource/Steve_Jobs 
Steve Jobs , the chief executive officer of Apple Inc.,	http://dbpedia.org/resource/Steve_Jobs 
Stock	http://dbpedia.org/resource/Stock
stock and foreign exchange markets	NILL
stock exchanges around the globe	http://dbpedia.org/resource/Stock_market
Stock indexes around the globe	http://dbpedia.org/resource/Stock_market_index
Stock indexes worldwide	http://dbpedia.org/resource/Stock_market_index
stock markets	http://dbpedia.org/resource/Stock_market
stock markets across Asia	NILL
Stock markets across the world	http://dbpedia.org/resource/Stock_market
Stock markets across the world	http://dbpedia.org/resource/Stock_market
Stock markets around the world	http://dbpedia.org/resource/Stock_market
Stock markets around the world	http://dbpedia.org/resource/Stock_market
Stock markets around the world	http://dbpedia.org/resource/Stock_market
Stock markets around the world	http://dbpedia.org/resource/Stock_market
Stock markets around the world	http://dbpedia.org/resource/Stock_market
Stock markets worldwide	http://dbpedia.org/resource/Stock_market
Stock markets worldwide	http://dbpedia.org/resource/Stock_market
Stock markets worldwide	http://dbpedia.org/resource/Stock_market_index
Stock prices	http://dbpedia.org/resource/Share_price
stockholders	NILL
stocks	NILL
stronger commodity prices	http://dbpedia.org/resource/Commodity_price_index
Sub-prime	http://dbpedia.org/resource/Subprime_lending
sub-prime mortgage	http://dbpedia.org/resource/Subprime_lending
sub-prime mortgage lenders in the United States	http://dbpedia.org/resource/Creditor
subcontractors	NILL
subprime	http://dbpedia.org/resource/Subprime_lending
supplier partners	NILL
suppliers	NILL
Suvarnabhumi Airport , which serves Bangkok , Thailand	http://dbpedia.org/resource/Suvarnabhumi_Airport
swap lines	http://dbpedia.org/resource/Currency_swap
swap lines	http://dbpedia.org/resource/Currency_swap
Sydney	http://dbpedia.org/resource/Sydney
Sydney	http://dbpedia.org/resource/Sydney
Sydney	http://dbpedia.org/resource/Sydney
system	http://dbpedia.org/resource/Mac_OS_X_Tiger
system utilities	NILL
telling them of the decision	NILL
temporary workers	NILL
ten of its plants	NILL
Territory vehicles	http://dbpedia.org/resource/Ford_Territory
Thai Airways International	http://dbpedia.org/resource/Thai_Airways
Thailand	http://dbpedia.org/resource/Thailand
that	no er
that	NILL
that	NILL
that	http://dbpedia.org/resource/Mac_OS_X_Lion
that	NILL
that	NILL
that	NILL
that	NILL
that	http://dbpedia.org/resource/General_Motors
that	NILL
that	NILL
that	http://dbpedia.org/resource/Ford_Taurus
that	NILL
That contract	NILL
that he expected to result from the bankruptcy process	NILL
that it intends to shut down	NILL
that it was closing	NILL
that let you down	http://dbpedia.org/resource/General_Motors
that of within the US	NILL
that rewrote the rules for creating a sedan	http://dbpedia.org/resource/Ford_Taurus
that rewrote the rules for creating a sedan , and pushed the other American automakers to follow suit	http://dbpedia.org/resource/Ford_Taurus
that the US government currently owns	NILL
"the "" Apple "" brand"	NILL
the `` Big Three '' United States automakers -- Chrysler , Ford , and General Motors	http://dbpedia.org/resource/Big_Three_(automobile_manufacturers)
the `` Dreamliner	http://dbpedia.org/resource/Boeing_787_Dreamliner
the $ 565 million profit	NILL
the 15,599 th plane built by the Long Beach plant , the original home of Douglas Aircraft and McDonnell Douglas	NILL
the 2008 model year	NILL
the 2011 version of the company 's iLife software suite	NILL
the 30GB iPod	http://dbpedia.org/resource/IPod
the 3D Digital mock-up	NILL
the 3D Digital mock-up , which facilitates the design of the electrical harnesses installation	NILL
the 3G iPhone	NILL
the 60GB iPod	http://dbpedia.org/resource/IPod
the 737-800 range	NILL
the 777-200LR	http://dbpedia.org/resource/Boeing_777
The 777-200LR	http://dbpedia.org/resource/Boeing_777
the A380	http://dbpedia.org/resource/Airbus_A380
The A380	http://dbpedia.org/resource/Airbus_A380
the A380 , a twin-deck aircraft that can carry up to 840 people in all-economy class ( 550 for a Boeing 747 ) , or 555 people in typical three mixed classes layout	http://dbpedia.org/resource/Airbus_A380
the Air Force	http://dbpedia.org/resource/United_States_Air_Force
the Airbus 380	http://dbpedia.org/resource/Airbus_A380
The Airbus A330 jetliner	NILL
the Airbus A350	http://dbpedia.org/resource/Airbus_A350_XWB
The Airbus A380	http://dbpedia.org/resource/Airbus_A380
the Airbus A380	http://dbpedia.org/resource/Airbus_A380
The Airbus A380 , the world 's largest passenger plane	http://dbpedia.org/resource/Airbus_A380
the aircraft	NILL
the aircraft	NILL
the aircraft	http://dbpedia.org/resource/Airbus_A380
the aircraft	http://dbpedia.org/resource/Boeing_787_Dreamliner
the aircraft	http://dbpedia.org/resource/Airbus_A380
The aircraft	http://dbpedia.org/resource/Boeing_777
the aircraft	http://dbpedia.org/resource/Airbus_A380
the aircraft	http://dbpedia.org/resource/Boeing_787_Dreamliner
the aircraft	http://dbpedia.org/resource/Airbus_A380
The aircraft	http://dbpedia.org/resource/Airbus_A380
The aircraft	http://dbpedia.org/resource/Airbus_A380
the aircraft they intend to launch into passenger-carrying service in November 2006	http://dbpedia.org/resource/Airbus_A380
The airline	http://dbpedia.org/resource/China_Eastern_Airlines
the airliner	http://dbpedia.org/resource/Airbus_A380
the airplane	http://dbpedia.org/resource/Airbus_A380
The American auto company	http://dbpedia.org/resource/Chrysler
The American auto company Chrysler	http://dbpedia.org/resource/Chrysler
the American auto industry	NILL
The American computer company Apple	http://dbpedia.org/resource/Apple_Inc.
the American format	NILL
the antenna	NILL
the Apple Chief Executive Officer	http://dbpedia.org/resource/Steve_Jobs 
the Apple logo	NILL
the Apple operating system Mac OSX	http://dbpedia.org/resource/OS_X
the Apple trademark	http://dbpedia.org/resource/Trademark
the Apple website	NILL
the applications	NILL
the associated iTunes `` App Store	http://dbpedia.org/resource/ITunes_Store
the Associated Press	http://dbpedia.org/resource/Associated_Press
the Atlanta and St. Louis plants	NILL
the Atlantic Ocean	http://dbpedia.org/resource/Atlantic_Ocean
the auto company	http://dbpedia.org/resource/Ford
the auto industry	NILL
the auto maker	http://dbpedia.org/resource/Chrysler
the automaker	http://dbpedia.org/resource/General_Motors
The automaker	http://dbpedia.org/resource/General_Motors
the automaker	http://dbpedia.org/resource/Ford
the automakers	http://dbpedia.org/resource/Big_Three_(automobile_manufacturers)
the automakers	http://dbpedia.org/resource/Big_Three_(automobile_manufacturers)
the automobile manufacturing firm	http://dbpedia.org/resource/Ford
the aviation industry	NILL
the bailout	NILL
the bank	http://dbpedia.org/resource/Bank_of_America
The bank	http://dbpedia.org/resource/Bank_of_America
The bank 's CEO , Ken Lewis	http://dbpedia.org/resource/Ken_Lewis_(executive)
the bank chief	http://dbpedia.org/resource/Ben_Bernanke
The Bank of America Corporation	http://dbpedia.org/resource/Bank_of_America
The Bank of America Corporation , the second-largest bank in the United States	http://dbpedia.org/resource/Bank_of_America
the Bank of Canada	http://dbpedia.org/resource/Bank_of_Canada
the Bank of Canada , the Bank of England , the European Central Bank ( ECB ) , the United States Federal Reserve , the Bank of Japan , and the Swiss National Bank	NILL
the Bank of England	http://dbpedia.org/resource/Bank_of_England
the Bank of Japan	http://dbpedia.org/resource/Bank_of_Japan
the banking industry	NILL
the banks	NILL
The Beatles	http://dbpedia.org/resource/The_Beatles
The Beatles	http://dbpedia.org/resource/The_Beatles
the Beatles	http://dbpedia.org/resource/The_Beatles
The Beatles ' Apple Corps	http://dbpedia.org/resource/Apple_Corps
The Beatles ' label	http://dbpedia.org/resource/Apple_Corps
The Beatles ' label Apple Corps	http://dbpedia.org/resource/Apple_Corps
the Beatles ' record company	http://dbpedia.org/resource/Apple_Corps
the Beatles ' record company , Apple Corps	http://dbpedia.org/resource/Apple_Corps
the biggest contract of its kind	NILL
The biggest U.S. stock market index	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
The biggest U.S. stock market index , the Dow Jones	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the black boxes	http://dbpedia.org/resource/Flight_recorder
the black boxes from Air France Flight 447	NILL
The Boeing 737-800	NILL
the brand new iPod touch	http://dbpedia.org/resource/IPod_Touch
the brand new iPod touch , a media player which mimics the iPhone 's touch-screen capabilities	http://dbpedia.org/resource/IPod_Touch
The British FTSE	http://dbpedia.org/resource/FTSE_100_Index
The British FTSE 100 index	http://dbpedia.org/resource/FTSE_100_Index
The British stock index FTSE 100	http://dbpedia.org/resource/FTSE_100_Index
the California Theater in downtown San Jose , California	NILL
the Canadian economy	NILL
the Canadian Government	http://dbpedia.org/resource/Canada
the car company	http://dbpedia.org/resource/Ford
the chief executive officer of Apple Inc.,	http://dbpedia.org/resource/Steve_Jobs 
the Chief Executive Officer of General Motors	http://dbpedia.org/resource/Frederick_Henderson
the Chrysler Aspen	http://dbpedia.org/resource/Chrysler_Aspen
the Chrysler Aspen , PT Cruiser , and Durango	NILL
the Chrysler Group	http://dbpedia.org/resource/Chrysler
The co-founder	http://dbpedia.org/resource/Steve_Jobs 
The co-founder and former chief executive officer of Apple Inc. Steve Jobs	http://dbpedia.org/resource/Steve_Jobs 
the code name for this release	http://dbpedia.org/resource/Mac_OS_X_Tiger
the companies	NILL
The companies	NILL
The company	http://dbpedia.org/resource/China_Eastern_Airlines
the company	http://dbpedia.org/resource/Airbus
The company	http://dbpedia.org/resource/Boeing
the company	http://dbpedia.org/resource/Airbus
the company	http://dbpedia.org/resource/Airbus
the company	http://dbpedia.org/resource/Apple_Inc.
the company	http://dbpedia.org/resource/Apple_Inc.
the company	http://dbpedia.org/resource/Apple_Inc.
the company	http://dbpedia.org/resource/Apple_Inc.
the company	http://dbpedia.org/resource/Apple_Inc.
the company	http://dbpedia.org/resource/Apple_Inc.
the company	http://dbpedia.org/resource/Apple_Inc.
The company	http://dbpedia.org/resource/Apple_Inc.
The company	http://dbpedia.org/resource/Apple_Inc.
the company	http://dbpedia.org/resource/General_Motors
the company	http://dbpedia.org/resource/General_Motors
the company	http://dbpedia.org/resource/General_Motors
the company	http://dbpedia.org/resource/General_Motors
The company	http://dbpedia.org/resource/Ford
the company	http://dbpedia.org/resource/Fiat
the company 's iLife software suite	http://dbpedia.org/resource/ILife
the company 's iPhone	NILL
the company 's stock	NILL
the company 's vice president	http://dbpedia.org/resource/John_F._Smith,_Jr.
the company 's vice president John Smith	http://dbpedia.org/resource/John_F._Smith,_Jr.
the company website	NILL
the Congressional Record	NILL
the contract	NILL
the core of the OS	NILL
the corporation	http://dbpedia.org/resource/Daimler_AG
the country	http://dbpedia.org/resource/Singapore
the country	http://dbpedia.org/resource/Indonesia
the country	http://dbpedia.org/resource/Japan
the country 's main airport	http://dbpedia.org/resource/Singapore_Changi_Airport
the Craiova-based car maker	http://dbpedia.org/resource/Automobile_Craiova
The DaimlerChrysler Corporation	http://dbpedia.org/resource/Daimler_AG
the deal 's most vocal critic	http://dbpedia.org/resource/John_McCain
the dealerships	NILL
the dealerships that it intends to shut down	NILL
the Defense Ministry	http://dbpedia.org/resource/Ministry_of_Defence_(United_Kingdom)
the design of the electrical harnesses installation	NILL
the device	NILL
the device	NILL
The device	http://dbpedia.org/resource/IPhone
the device	http://dbpedia.org/resource/IPhone
the device 's antenna	NILL
The DJIA	http://dbpedia.org/resource/Dow_Jones_Industrial_Average
the dollar	http://dbpedia.org/resource/United_States_dollar
the domestically owned manufacturers	NILL
